Education_Level,Experience,Projects,Skills,Certifications,Domain,Job Role,Courses,Keywords,Technologies
Bachelor,0-1 years,"Cybersecurity, Cloud Computing, Data Science","ML, SQL, Java",Google Data Engineer,IT,Cloud Engineer,Google Cloud Certification,"Data Science, Cybersecurity, ML, Java, SQL, Cloud Computing","ML, Java, SQL"
Bachelor,0-1 years,"AI, Data Science, Web Development","AWS, ML, SQL",AWS Certified,IT,AI Engineer,AWS Training,"Data Science, AWS, AI, ML, SQL, Web Development","AWS, ML, SQL"
PhD,0-1 years,Machine Learning,"Java, Docker, AWS, React","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, AWS, Docker, Java, React","AWS, Docker, Java, React"
Master,5+ years,"Data Science, Cloud Computing","ML, Docker, AWS",AWS Certified,IT,Cloud Engineer,AWS Training,"Data Science, AWS, Docker, ML, Cloud Computing","AWS, Docker, ML"
Master,1-3 years,"Data Science, Cybersecurity, AI","Python, React, AWS","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Python, Data Science, Cybersecurity, AWS, AI, React","AWS, React"
Master,5+ years,Data Science,"Java, Docker, Python","Google Data Engineer, AWS Certified",IT,Data Scientist,"AWS Training, Google Cloud Certification","Data Science, Docker, Java, Python","Docker, Java"
Bachelor,5+ years,"Data Science, Machine Learning, Web Development","SQL, React, Java, ML, Docker",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Data Science, React, Docker, Java, ML, SQL, Web Development","React, Docker, Java, ML, SQL"
Bachelor,5+ years,AI,"Java, AWS, SQL, Python, ML",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Python, AWS, AI, Java, ML, SQL","AWS, Java, ML, SQL"
Master,1-3 years,AI,"AWS, ML, Java, Docker",AWS Certified,IT,AI Engineer,AWS Training,"AWS, AI, Docker, Java, ML","AWS, Docker, Java, ML"
PhD,1-3 years,Data Science,"Docker, AWS, ML, SQL","AWS Certified, Google Data Engineer",IT,Data Scientist,"AWS Training, Google Cloud Certification","Data Science, AWS, Docker, ML, SQL","AWS, Docker, ML, SQL"
Master,5+ years,"Cloud Computing, Machine Learning, Web Development","AWS, Docker, Python, ML",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, AWS, Docker, ML, Web Development, Cloud Computing","AWS, Docker, ML"
PhD,0-1 years,"Web Development, Machine Learning","Docker, Java, AWS",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, AWS, Docker, Java, Web Development","AWS, Docker, Java"
Bachelor,1-3 years,Web Development,"AWS, Java, React, SQL, Python","AWS Certified, Azure Fundamentals",IT,Web Developer,"AWS Training, Azure Fundamentals","Python, AWS, React, Java, SQL, Web Development","AWS, React, Java, SQL"
PhD,3-5 years,"AI, Cybersecurity, Cloud Computing","Python, AWS, ML, React","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Python, AWS, Cybersecurity, AI, ML, React, Cloud Computing","AWS, ML, React"
PhD,3-5 years,Cloud Computing,"SQL, Python, AWS, ML",Azure Fundamentals,IT,Cloud Engineer,Azure Fundamentals,"Python, AWS, ML, SQL, Cloud Computing","AWS, ML, SQL"
Master,3-5 years,"Data Science, Cybersecurity, AI","SQL, React, AWS, Java, Docker","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Data Science, Cybersecurity, AWS, AI, Docker, Java, SQL, React","AWS, Docker, Java, SQL, React"
Master,5+ years,"AI, Web Development","Python, ML, Java, Docker, SQL",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Python, AI, Docker, Java, ML, SQL, Web Development","Docker, Java, ML, SQL"
PhD,5+ years,AI,"React, Java, AWS, Python",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Python, AWS, AI, Java, React","AWS, Java, React"
Master,1-3 years,Data Science,"Docker, ML, AWS, Java","Google Data Engineer, Azure Fundamentals",IT,Data Scientist,"Azure Fundamentals, Google Cloud Certification","Data Science, AWS, Docker, Java, ML","AWS, Docker, Java, ML"
PhD,1-3 years,Web Development,"React, SQL, Java, AWS, Docker","AWS Certified, Google Data Engineer",IT,Web Developer,"AWS Training, Google Cloud Certification","AWS, React, Docker, Java, SQL, Web Development","AWS, React, Docker, Java, SQL"
PhD,5+ years,"Cloud Computing, Data Science","Java, Docker, React, AWS, SQL","Google Data Engineer, AWS Certified",IT,Cloud Engineer,"AWS Training, Google Cloud Certification","Data Science, AWS, Docker, Java, SQL, React, Cloud Computing","AWS, Docker, Java, SQL, React"
Bachelor,3-5 years,Web Development,"React, ML, Docker",Azure Fundamentals,IT,Web Developer,Azure Fundamentals,"Docker, Web Development, ML, React","Docker, ML, React"
Bachelor,0-1 years,"Cloud Computing, Web Development","AWS, Python, Docker, ML, React","Azure Fundamentals, Google Data Engineer",IT,Web Developer,"Azure Fundamentals, Google Cloud Certification","Python, AWS, React, Docker, ML, Web Development, Cloud Computing","AWS, React, Docker, ML"
PhD,1-3 years,"Machine Learning, Cybersecurity","React, Java, Docker, AWS",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Cybersecurity, AWS, Docker, Java, React","AWS, Docker, Java, React"
Master,1-3 years,"AI, Cybersecurity","React, Python, Docker, ML","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Python, Cybersecurity, AI, Docker, ML, React","Docker, ML, React"
PhD,3-5 years,"Machine Learning, Cloud Computing, AI","Docker, Java, AWS, SQL","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, AWS, AI, Docker, Java, SQL, Cloud Computing","AWS, Docker, Java, SQL"
Bachelor,3-5 years,"Machine Learning, Web Development, AI","Python, SQL, AWS, Java","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Python, AWS, AI, Java, SQL, Web Development","AWS, Java, SQL"
Bachelor,3-5 years,"Machine Learning, AI","ML, Java, Docker, React, SQL",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, AI, Docker, Java, ML, SQL, React","Docker, Java, ML, SQL, React"
Bachelor,0-1 years,"Web Development, Data Science","ML, Docker, React, Python",AWS Certified,IT,Web Developer,AWS Training,"Python, Data Science, React, Docker, ML, Web Development","React, Docker, ML"
Master,5+ years,"Data Science, Web Development","Python, Docker, Java, React, SQL","Google Data Engineer, AWS Certified",IT,Web Developer,"AWS Training, Google Cloud Certification","Python, Data Science, React, Docker, Java, SQL, Web Development","React, Docker, Java, SQL"
Bachelor,3-5 years,"Machine Learning, Data Science","Python, React, SQL, AWS",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, Data Science, AWS, SQL, React","AWS, SQL, React"
Bachelor,1-3 years,"Machine Learning, Web Development","React, ML, SQL",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, React, ML, SQL, Web Development","React, ML, SQL"
PhD,1-3 years,AI,"Docker, SQL, ML, Python",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Python, AI, Docker, ML, SQL","Docker, ML, SQL"
Master,5+ years,AI,"AWS, Python, Docker","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","AI, Python, AWS, Docker","AWS, Docker"
PhD,5+ years,"Data Science, Cloud Computing","ML, SQL, AWS","Azure Fundamentals, Google Data Engineer",IT,Cloud Engineer,"Azure Fundamentals, Google Cloud Certification","Data Science, AWS, ML, SQL, Cloud Computing","AWS, ML, SQL"
Bachelor,5+ years,"Machine Learning, Web Development","AWS, SQL, Docker, ML",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, AWS, Docker, ML, SQL, Web Development","AWS, Docker, ML, SQL"
Bachelor,0-1 years,"Machine Learning, Cloud Computing, Cybersecurity","Docker, AWS, SQL","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, AWS, Cybersecurity, Docker, SQL, Cloud Computing","AWS, Docker, SQL"
Master,1-3 years,"Machine Learning, Data Science","Python, Java, SQL, Docker","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, Python, Data Science, Docker, Java, SQL","Docker, Java, SQL"
Bachelor,1-3 years,"Cybersecurity, Web Development, Data Science","Java, Python, ML",Azure Fundamentals,IT,Web Developer,Azure Fundamentals,"Python, Data Science, Cybersecurity, Java, ML, Web Development","Java, ML"
PhD,3-5 years,"Cloud Computing, Web Development, Data Science","Docker, ML, SQL, React, AWS","AWS Certified, Azure Fundamentals",IT,Web Developer,"AWS Training, Azure Fundamentals","Data Science, AWS, React, Docker, ML, SQL, Web Development, Cloud Computing","AWS, React, Docker, ML, SQL"
Bachelor,5+ years,Cybersecurity,"AWS, React, Java",AWS Certified,IT,Software Engineer,AWS Training,"AWS, Java, React, Cybersecurity","AWS, Java, React"
Master,5+ years,"Web Development, AI, Machine Learning","Python, SQL, Java",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, AI, Java, SQL, Web Development","Java, SQL"
Master,3-5 years,Cloud Computing,"Docker, SQL, ML, Java, React",Azure Fundamentals,IT,Cloud Engineer,Azure Fundamentals,"Docker, Java, ML, SQL, React, Cloud Computing","Docker, Java, ML, SQL, React"
Bachelor,0-1 years,"Data Science, Cloud Computing, AI","Python, ML, React, AWS","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Python, Data Science, AWS, AI, ML, React, Cloud Computing","AWS, ML, React"
Bachelor,0-1 years,"Data Science, Cybersecurity","Python, ML, AWS, React, Docker","AWS Certified, Google Data Engineer",IT,Data Scientist,"AWS Training, Google Cloud Certification","Python, Data Science, AWS, Cybersecurity, Docker, ML, React","AWS, Docker, ML, React"
Bachelor,0-1 years,"AI, Cloud Computing, Data Science","Docker, SQL, Java, Python, React","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Python, Data Science, AI, Docker, Java, SQL, React, Cloud Computing","Docker, Java, SQL, React"
Master,5+ years,Machine Learning,"AWS, Java, ML",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Java, Machine Learning, AWS, ML","Java, AWS, ML"
Master,0-1 years,Cloud Computing,"React, Python, ML, SQL, Java",Google Data Engineer,IT,Cloud Engineer,Google Cloud Certification,"Python, ML, Java, SQL, React, Cloud Computing","ML, Java, SQL, React"
Master,5+ years,AI,"AWS, SQL, Docker, React","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","AWS, AI, Docker, SQL, React","AWS, Docker, SQL, React"
PhD,0-1 years,"Web Development, Cloud Computing","Python, Docker, SQL, React, AWS","AWS Certified, Google Data Engineer",IT,Web Developer,"AWS Training, Google Cloud Certification","Python, AWS, React, Docker, SQL, Web Development, Cloud Computing","AWS, React, Docker, SQL"
Master,1-3 years,Cybersecurity,"Java, SQL, Python",Google Data Engineer,IT,Software Engineer,Google Cloud Certification,"SQL, Java, Python, Cybersecurity","SQL, Java"
Bachelor,0-1 years,Cybersecurity,"React, AWS, Docker",Google Data Engineer,IT,Software Engineer,Google Cloud Certification,"AWS, Docker, React, Cybersecurity","AWS, Docker, React"
PhD,3-5 years,"Web Development, AI, Data Science","React, ML, AWS","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Data Science, AWS, React, AI, ML, Web Development","AWS, React, ML"
Master,3-5 years,"Machine Learning, Web Development","AWS, ML, SQL, Docker",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, AWS, Docker, ML, SQL, Web Development","AWS, Docker, ML, SQL"
PhD,5+ years,"Web Development, Cybersecurity, Cloud Computing","SQL, Docker, Python",Azure Fundamentals,IT,Web Developer,Azure Fundamentals,"Python, Cybersecurity, Docker, SQL, Web Development, Cloud Computing","Docker, SQL"
PhD,5+ years,Data Science,"SQL, Java, AWS, React",AWS Certified,IT,Data Scientist,AWS Training,"Data Science, AWS, Java, SQL, React","AWS, Java, SQL, React"
Bachelor,0-1 years,"Cybersecurity, Machine Learning","AWS, React, Java","Google Data Engineer, Azure Fundamentals",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, AWS, Cybersecurity, Java, React","AWS, Java, React"
PhD,3-5 years,"Machine Learning, Cloud Computing, Web Development","Java, SQL, Docker, ML, AWS","Google Data Engineer, Azure Fundamentals",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, AWS, Docker, Java, ML, SQL, Web Development, Cloud Computing","AWS, Docker, Java, ML, SQL"
PhD,3-5 years,Web Development,"Java, Docker, SQL, React, AWS","AWS Certified, Google Data Engineer",IT,Web Developer,"AWS Training, Google Cloud Certification","AWS, React, Docker, Java, SQL, Web Development","AWS, React, Docker, Java, SQL"
Master,1-3 years,"Cloud Computing, Machine Learning","SQL, AWS, Python, ML, Docker","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, Python, AWS, Docker, ML, SQL, Cloud Computing","AWS, Docker, ML, SQL"
Master,3-5 years,"Web Development, Machine Learning, Data Science","Java, React, SQL",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Data Science, React, Java, SQL, Web Development","React, Java, SQL"
Bachelor,1-3 years,Machine Learning,"SQL, Python, AWS",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"SQL, AWS, Machine Learning, Python","SQL, AWS"
Bachelor,3-5 years,"Machine Learning, Cloud Computing, Data Science","Python, ML, SQL",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, Data Science, ML, SQL, Cloud Computing","ML, SQL"
Bachelor,1-3 years,"Web Development, AI, Machine Learning","Docker, Python, Java","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, Python, AI, Docker, Java, Web Development","Docker, Java"
Master,3-5 years,"Cloud Computing, Cybersecurity","SQL, Java, React, AWS, Docker",Azure Fundamentals,IT,Cloud Engineer,Azure Fundamentals,"Cybersecurity, AWS, Docker, Java, SQL, React, Cloud Computing","AWS, Docker, Java, SQL, React"
Master,0-1 years,Data Science,"React, Python, Java, ML, SQL","Google Data Engineer, Azure Fundamentals",IT,Data Scientist,"Azure Fundamentals, Google Cloud Certification","Python, Data Science, Java, ML, SQL, React","Java, ML, SQL, React"
Bachelor,1-3 years,Data Science,"Java, Docker, Python","AWS Certified, Azure Fundamentals",IT,Data Scientist,"AWS Training, Azure Fundamentals","Data Science, Docker, Java, Python","Docker, Java"
PhD,3-5 years,Cybersecurity,"Python, Java, React, AWS, Docker",Azure Fundamentals,IT,Software Engineer,Azure Fundamentals,"Python, AWS, Cybersecurity, Docker, Java, React","AWS, Docker, Java, React"
Bachelor,1-3 years,Machine Learning,"SQL, Python, Java, ML",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, Java, ML, SQL","Java, ML, SQL"
Master,0-1 years,Cybersecurity,"React, Docker, SQL, Python, Java",Azure Fundamentals,IT,Software Engineer,Azure Fundamentals,"Python, Cybersecurity, Docker, Java, SQL, React","Docker, Java, SQL, React"
Master,5+ years,"Data Science, Machine Learning, Cloud Computing","AWS, Java, SQL, React, Python","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, Python, Data Science, AWS, Java, SQL, React, Cloud Computing","AWS, Java, SQL, React"
Bachelor,0-1 years,Cybersecurity,"Java, AWS, Python",AWS Certified,IT,Software Engineer,AWS Training,"AWS, Java, Python, Cybersecurity","AWS, Java"
Master,5+ years,"Cybersecurity, Machine Learning","Python, ML, AWS, Java",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, AWS, Cybersecurity, ML, Java","AWS, ML, Java"
PhD,1-3 years,"AI, Data Science","SQL, AWS, Python, ML, Java","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Python, Data Science, AWS, AI, ML, Java, SQL","AWS, ML, Java, SQL"
Master,5+ years,"Cloud Computing, Data Science","SQL, ML, Docker, React",Azure Fundamentals,IT,Cloud Engineer,Azure Fundamentals,"Data Science, Docker, ML, SQL, React, Cloud Computing","Docker, ML, SQL, React"
Master,3-5 years,"Machine Learning, Web Development","AWS, Docker, Python, ML",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, AWS, Docker, ML, Web Development","AWS, Docker, ML"
PhD,1-3 years,"Cloud Computing, Cybersecurity","SQL, AWS, Java",Google Data Engineer,IT,Cloud Engineer,Google Cloud Certification,"AWS, Cybersecurity, Java, SQL, Cloud Computing","AWS, Java, SQL"
PhD,5+ years,Web Development,"AWS, SQL, Java, React, ML","Azure Fundamentals, AWS Certified",IT,Web Developer,"AWS Training, Azure Fundamentals","AWS, React, Java, ML, SQL, Web Development","AWS, React, Java, ML, SQL"
Master,1-3 years,"Web Development, Data Science, Cybersecurity","SQL, React, Java, ML","AWS Certified, Azure Fundamentals",IT,Web Developer,"AWS Training, Azure Fundamentals","Data Science, Cybersecurity, React, Java, ML, SQL, Web Development","React, Java, ML, SQL"
PhD,0-1 years,"Cybersecurity, Cloud Computing","Docker, AWS, Java",AWS Certified,IT,Cloud Engineer,AWS Training,"AWS, Cybersecurity, Docker, Java, Cloud Computing","AWS, Docker, Java"
