Job Role,Skills,Certifications,Courses,Projects,Experience Level,Education,Industry,Keywords,Technologies
Cybersecurity Analyst,"Kubernetes, JavaScript, C++, Java","Oracle Certified DBA, Google Cloud Professional","Data Structures, Machine Learning",Fake News Detection,Entry,Diploma in IT,IT,"Kubernetes, NodeJS, Docker","Azure, Kubernetes, Docker"
Frontend Developer,"C++, Java, Docker, ReactJS, TensorFlow","Google Cloud Professional, Certified Data Scientist","Cybersecurity Fundamentals, Cloud Computing, Machine Learning, Data Structures","Network Security System, Fake News Detection",Mid,Diploma in IT,AI,"Java, Python","AWS, Azure"
DevOps Engineer,"JavaScript, TensorFlow, Java, NodeJS, Python","Certified Data Scientist, Google Cloud Professional","Cloud Computing, Cybersecurity Fundamentals",Fake News Detection,Mid,MCA,Cybersecurity,"SQL, C++, Docker, ReactJS","AWS, Git"
AI Engineer,"TensorFlow, Kubernetes, Java, ReactJS, C++","Oracle Certified DBA, Google Cloud Professional, Microsoft Azure Administrator","Machine Learning, Web Development","Fake News Detection, Network Security System",Mid,BCA,Cloud Computing,"NodeJS, JavaScript, Python, SQL","AWS, Azure"
DevOps Engineer,"NodeJS, Kubernetes, ReactJS, JavaScript, TensorFlow","AWS Certified Developer, Google Cloud Professional","Machine Learning, Data Structures, Cloud Computing",Fake News Detection,Entry,BCA,IT,"JavaScript, Python, TensorFlow","Azure, Docker"
DevOps Engineer,"C++, Java, Docker, TensorFlow, Python",Microsoft Azure Administrator,"Web Development, Data Structures, Machine Learning","Fake News Detection, E-commerce Website",Mid,B.Tech in Computer Science,IT,"Java, ReactJS, Kubernetes, Python","Docker, Azure"
Full Stack Developer,"C++, ReactJS, NodeJS, Java, JavaScript",Certified Data Scientist,"Data Structures, Cybersecurity Fundamentals, Cloud Computing",Network Security System,Mid,Diploma in IT,Software,"TensorFlow, ReactJS","Docker, AWS, Azure"
Software Engineer,"JavaScript, TensorFlow, Java","Certified Data Scientist, Oracle Certified DBA","Web Development, Data Structures, Cybersecurity Fundamentals, Cloud Computing",E-commerce Website,Senior,M.Sc in Data Science,Cloud Computing,"JavaScript, Docker","Git, Kubernetes"
Software Engineer,"NodeJS, JavaScript, Java","Microsoft Azure Administrator, Google Cloud Professional, Certified Data Scientist","Cybersecurity Fundamentals, Web Development, Machine Learning, Data Structures",E-commerce Website,Entry,BCA,Software,"Docker, Python, C++","Docker, Azure, Kubernetes"
Software Engineer,"C++, ReactJS, Python",Google Cloud Professional,"Machine Learning, Data Structures, Cloud Computing, Web Development","Data Visualization Tool, Network Security System",Entry,M.Sc in Data Science,Cloud Computing,"Kubernetes, Java, C++","AWS, Azure, Git"
Software Engineer,"C++, Docker, ReactJS, Java",Google Cloud Professional,"Cloud Computing, Data Structures, Machine Learning",Fake News Detection,Mid,MCA,AI,"NodeJS, C++","Docker, AWS, Git"
Backend Developer,"Docker, SQL, TensorFlow","AWS Certified Developer, Oracle Certified DBA","Cybersecurity Fundamentals, Data Structures, Machine Learning",E-commerce Website,Senior,B.Tech in Computer Science,IT,"TensorFlow, ReactJS, Docker, Java","Azure, Git"
AI Engineer,"Docker, NodeJS, ReactJS, Python","Google Cloud Professional, Oracle Certified DBA","Cloud Computing, Cybersecurity Fundamentals",Data Visualization Tool,Mid,M.Sc in Data Science,Cloud Computing,"Python, Docker, Kubernetes","Docker, Azure, Git"
Data Scientist,"TensorFlow, Docker, NodeJS",Microsoft Azure Administrator,"Cloud Computing, Web Development, Data Structures, Machine Learning",E-commerce Website,Entry,MCA,Cybersecurity,"Docker, JavaScript, C++, Kubernetes","AWS, Azure"
Cybersecurity Analyst,"TensorFlow, Python, Docker","Oracle Certified DBA, AWS Certified Developer","Machine Learning, Web Development, Cybersecurity Fundamentals","Fake News Detection, Data Visualization Tool",Senior,MCA,Cloud Computing,"JavaScript, Python, ReactJS","Docker, AWS, Azure"
Full Stack Developer,"Python, TensorFlow, NodeJS",AWS Certified Developer,"Web Development, Cloud Computing, Data Structures, Cybersecurity Fundamentals",Network Security System,Mid,Diploma in IT,AI,"Docker, C++","Kubernetes, AWS, Git"
Data Scientist,"NodeJS, TensorFlow, Docker, Kubernetes, Python","Microsoft Azure Administrator, Oracle Certified DBA","Data Structures, Machine Learning",Data Visualization Tool,Entry,BCA,Cybersecurity,"C++, Java","Azure, Git"
Data Scientist,"SQL, TensorFlow, Kubernetes, ReactJS","Oracle Certified DBA, Microsoft Azure Administrator","Machine Learning, Cybersecurity Fundamentals, Web Development, Cloud Computing","Chatbot Development, Data Visualization Tool",Entry,B.Tech in Computer Science,AI,"Kubernetes, C++, Docker, ReactJS","AWS, Docker, Azure"
DevOps Engineer,"SQL, ReactJS, NodeJS, TensorFlow, JavaScript",Oracle Certified DBA,"Web Development, Data Structures",Data Visualization Tool,Senior,B.Tech in Computer Science,Software,"TensorFlow, Python, JavaScript","Git, Docker, Kubernetes"
AI Engineer,"Java, TensorFlow, Python, JavaScript, SQL","Oracle Certified DBA, Google Cloud Professional","Data Structures, Cloud Computing, Cybersecurity Fundamentals, Machine Learning","Network Security System, Chatbot Development",Mid,MCA,Software,"NodeJS, ReactJS, Kubernetes, TensorFlow","AWS, Docker"
DevOps Engineer,"Java, NodeJS, TensorFlow, JavaScript",AWS Certified Developer,"Machine Learning, Cybersecurity Fundamentals, Web Development, Cloud Computing","Chatbot Development, Data Visualization Tool",Mid,Diploma in IT,AI,"Kubernetes, TensorFlow","Git, AWS, Docker"
Cybersecurity Analyst,"C++, JavaScript, Python",AWS Certified Developer,"Web Development, Cloud Computing, Cybersecurity Fundamentals","Data Visualization Tool, E-commerce Website",Entry,Diploma in IT,Software,"Python, C++","Docker, Git, Kubernetes"
Full Stack Developer,"NodeJS, Python, TensorFlow, Docker, Java","Oracle Certified DBA, Certified Data Scientist","Cloud Computing, Data Structures, Machine Learning","Network Security System, Chatbot Development",Senior,BCA,Cybersecurity,"Python, C++","Docker, Git, AWS"
Cybersecurity Analyst,"Python, SQL, TensorFlow, Java, Docker","AWS Certified Developer, Certified Data Scientist","Data Structures, Cloud Computing",Chatbot Development,Senior,Diploma in IT,AI,"ReactJS, C++, TensorFlow","Azure, Docker"
Cybersecurity Analyst,"SQL, TensorFlow, C++, Python","Certified Data Scientist, Oracle Certified DBA","Cloud Computing, Data Structures, Machine Learning, Web Development","E-commerce Website, Fake News Detection",Entry,B.Tech in Computer Science,AI,"SQL, Docker, ReactJS, Python","Kubernetes, Docker, AWS"
Frontend Developer,"SQL, C++, TensorFlow, Python",Microsoft Azure Administrator,"Cybersecurity Fundamentals, Web Development, Cloud Computing, Machine Learning",E-commerce Website,Entry,M.Sc in Data Science,Cybersecurity,"JavaScript, Docker, C++, Python","Kubernetes, Docker"
Backend Developer,"SQL, Python, Docker","Google Cloud Professional, AWS Certified Developer","Cloud Computing, Data Structures, Machine Learning","Data Visualization Tool, Fake News Detection",Entry,M.Sc in Data Science,Cloud Computing,"Kubernetes, SQL, NodeJS","AWS, Git, Kubernetes"
Cloud Architect,"Java, Python, SQL, ReactJS, TensorFlow",Certified Data Scientist,"Data Structures, Web Development, Cybersecurity Fundamentals, Machine Learning","Fake News Detection, Network Security System",Entry,MCA,IT,"C++, JavaScript","AWS, Git"
Database Administrator,"Kubernetes, JavaScript, SQL, ReactJS","Oracle Certified DBA, AWS Certified Developer","Machine Learning, Web Development, Cybersecurity Fundamentals, Cloud Computing",Network Security System,Mid,M.Sc in Data Science,Cloud Computing,"Java, JavaScript, C++","Azure, Kubernetes, Git"
AI Engineer,"JavaScript, ReactJS, Python, NodeJS, C++","Google Cloud Professional, AWS Certified Developer, Certified Data Scientist","Machine Learning, Data Structures, Cloud Computing","Data Visualization Tool, Network Security System",Mid,M.Sc in Data Science,Software,"Python, SQL, Java, Kubernetes","Git, Azure, Docker"
Frontend Developer,"Docker, Kubernetes, Java, Python, ReactJS","Microsoft Azure Administrator, AWS Certified Developer, Oracle Certified DBA","Data Structures, Machine Learning, Web Development",E-commerce Website,Entry,B.Tech in Computer Science,AI,"Docker, NodeJS","AWS, Kubernetes, Git"
Software Engineer,"SQL, NodeJS, Python, ReactJS",Microsoft Azure Administrator,"Web Development, Cybersecurity Fundamentals, Machine Learning",Network Security System,Senior,B.Tech in Computer Science,AI,"TensorFlow, Java","Azure, Git"
Frontend Developer,"Python, TensorFlow, Kubernetes",Oracle Certified DBA,"Cybersecurity Fundamentals, Machine Learning, Web Development, Cloud Computing","Chatbot Development, Network Security System",Mid,B.Tech in Computer Science,Cybersecurity,"NodeJS, SQL, JavaScript, Python","Git, AWS, Azure"
Cybersecurity Analyst,"SQL, Docker, JavaScript, Java, C++","Microsoft Azure Administrator, AWS Certified Developer, Oracle Certified DBA","Web Development, Data Structures, Cybersecurity Fundamentals","Data Visualization Tool, Chatbot Development",Mid,M.Sc in Data Science,AI,"Docker, C++","Kubernetes, Docker, Git"
Cybersecurity Analyst,"TensorFlow, SQL, Docker","Google Cloud Professional, AWS Certified Developer, Oracle Certified DBA","Cybersecurity Fundamentals, Web Development, Cloud Computing, Machine Learning",Fake News Detection,Entry,B.Tech in Computer Science,Cybersecurity,"Docker, Java","Azure, Docker, Kubernetes"
Cybersecurity Analyst,"C++, Kubernetes, TensorFlow, Docker","AWS Certified Developer, Google Cloud Professional, Microsoft Azure Administrator","Machine Learning, Cloud Computing","E-commerce Website, Network Security System",Senior,MCA,Software,"Python, SQL, JavaScript","Docker, Azure"
AI Engineer,"NodeJS, Kubernetes, C++, Python, SQL","Oracle Certified DBA, Microsoft Azure Administrator, Google Cloud Professional","Cloud Computing, Machine Learning, Cybersecurity Fundamentals, Data Structures","Data Visualization Tool, Chatbot Development",Senior,M.Sc in Data Science,Cloud Computing,"SQL, ReactJS, Java, TensorFlow","Git, AWS"
Cybersecurity Analyst,"TensorFlow, Python, C++, Docker, SQL","Microsoft Azure Administrator, AWS Certified Developer","Web Development, Machine Learning",E-commerce Website,Entry,B.Tech in Computer Science,Cloud Computing,"ReactJS, NodeJS, SQL, TensorFlow","Azure, Kubernetes, AWS"
Backend Developer,"Java, JavaScript, TensorFlow","Certified Data Scientist, Microsoft Azure Administrator, AWS Certified Developer","Data Structures, Cloud Computing, Web Development, Machine Learning","Network Security System, Fake News Detection",Entry,Diploma in IT,AI,"TensorFlow, Docker","AWS, Kubernetes, Docker"
Data Scientist,"TensorFlow, Kubernetes, C++, Java","Certified Data Scientist, AWS Certified Developer","Cybersecurity Fundamentals, Web Development, Cloud Computing, Machine Learning","E-commerce Website, Fake News Detection",Mid,BCA,AI,"C++, ReactJS","AWS, Azure, Docker"
Database Administrator,"Kubernetes, Python, TensorFlow",Certified Data Scientist,"Web Development, Cybersecurity Fundamentals, Cloud Computing, Machine Learning",Network Security System,Senior,B.Tech in Computer Science,IT,"C++, JavaScript, Java","AWS, Git"
Cybersecurity Analyst,"Docker, Kubernetes, Java, JavaScript","Certified Data Scientist, Oracle Certified DBA, Google Cloud Professional","Cybersecurity Fundamentals, Web Development, Data Structures, Cloud Computing","E-commerce Website, Network Security System",Senior,Diploma in IT,Cloud Computing,"Kubernetes, NodeJS","Docker, Azure, AWS"
Full Stack Developer,"ReactJS, TensorFlow, C++, Kubernetes","AWS Certified Developer, Google Cloud Professional, Oracle Certified DBA","Data Structures, Cloud Computing, Web Development",Network Security System,Entry,MCA,Software,"ReactJS, Python, NodeJS, Docker","Docker, Git"
AI Engineer,"C++, NodeJS, Python, Kubernetes","AWS Certified Developer, Google Cloud Professional","Data Structures, Cybersecurity Fundamentals, Web Development, Cloud Computing",Network Security System,Mid,BCA,Cybersecurity,"C++, ReactJS, Kubernetes","Docker, Azure"
Data Scientist,"Docker, C++, NodeJS, JavaScript","Microsoft Azure Administrator, Google Cloud Professional, Oracle Certified DBA","Machine Learning, Data Structures, Cloud Computing, Cybersecurity Fundamentals",Fake News Detection,Mid,Diploma in IT,Cybersecurity,"TensorFlow, Java, Python, Docker","Git, Docker"
AI Engineer,"ReactJS, NodeJS, JavaScript, Python","Microsoft Azure Administrator, AWS Certified Developer, Google Cloud Professional","Web Development, Data Structures, Cybersecurity Fundamentals, Machine Learning",Fake News Detection,Senior,BCA,IT,"SQL, ReactJS, Python, TensorFlow","Kubernetes, Git, Docker"
Cloud Architect,"C++, Java, Kubernetes, NodeJS","Google Cloud Professional, Microsoft Azure Administrator, Certified Data Scientist","Web Development, Cloud Computing",E-commerce Website,Entry,BCA,Cloud Computing,"C++, JavaScript, Docker","Docker, Git, Kubernetes"
Full Stack Developer,"Kubernetes, ReactJS, Java, Docker, C++","Microsoft Azure Administrator, Google Cloud Professional, Certified Data Scientist","Cybersecurity Fundamentals, Web Development, Machine Learning, Data Structures",E-commerce Website,Senior,B.Tech in Computer Science,AI,"SQL, Docker, Kubernetes","Docker, Azure"
AI Engineer,"Java, Python, Kubernetes, ReactJS",Oracle Certified DBA,"Web Development, Cloud Computing, Machine Learning","Fake News Detection, Data Visualization Tool",Senior,M.Sc in Data Science,Cybersecurity,"C++, ReactJS, TensorFlow, Kubernetes","AWS, Kubernetes, Azure"
Software Engineer,"TensorFlow, Kubernetes, SQL, Docker","Microsoft Azure Administrator, Google Cloud Professional, Oracle Certified DBA","Machine Learning, Cybersecurity Fundamentals, Cloud Computing","Chatbot Development, Data Visualization Tool",Mid,MCA,IT,"Python, TensorFlow","Kubernetes, Git, Azure"
Cybersecurity Analyst,"Kubernetes, Java, JavaScript","Google Cloud Professional, Certified Data Scientist","Machine Learning, Cybersecurity Fundamentals","E-commerce Website, Data Visualization Tool",Senior,MCA,IT,"C++, Docker","Docker, Kubernetes"
Full Stack Developer,"Kubernetes, JavaScript, ReactJS, NodeJS","Google Cloud Professional, Certified Data Scientist, Microsoft Azure Administrator","Cloud Computing, Web Development, Machine Learning, Data Structures",Fake News Detection,Mid,M.Sc in Data Science,AI,"Python, TensorFlow, Kubernetes","AWS, Git"
Data Scientist,"Java, ReactJS, C++, JavaScript, SQL","Oracle Certified DBA, Google Cloud Professional","Cybersecurity Fundamentals, Data Structures, Cloud Computing","Fake News Detection, Chatbot Development",Entry,Diploma in IT,Software,"JavaScript, Kubernetes","AWS, Kubernetes"
DevOps Engineer,"Docker, JavaScript, ReactJS","Google Cloud Professional, Microsoft Azure Administrator","Cybersecurity Fundamentals, Machine Learning, Web Development, Cloud Computing",Network Security System,Entry,BCA,IT,"Python, ReactJS, Kubernetes","Git, AWS, Kubernetes"
Frontend Developer,"TensorFlow, NodeJS, SQL","Certified Data Scientist, Oracle Certified DBA","Cloud Computing, Web Development, Data Structures",Network Security System,Senior,Diploma in IT,IT,"TensorFlow, Python, Kubernetes","AWS, Azure"
Cloud Architect,"ReactJS, SQL, Java, C++, NodeJS","Microsoft Azure Administrator, Certified Data Scientist, Oracle Certified DBA","Data Structures, Cloud Computing, Machine Learning, Web Development","Chatbot Development, Fake News Detection",Senior,BCA,Cloud Computing,"Kubernetes, SQL, Docker, Java","Azure, Docker"
Data Scientist,"ReactJS, JavaScript, Kubernetes, C++","Oracle Certified DBA, Google Cloud Professional, AWS Certified Developer","Cloud Computing, Web Development, Cybersecurity Fundamentals","Chatbot Development, E-commerce Website",Senior,BCA,Software,"Java, JavaScript","Azure, Git, Docker"
Frontend Developer,"C++, TensorFlow, ReactJS, Java, Python","Microsoft Azure Administrator, AWS Certified Developer, Certified Data Scientist","Cloud Computing, Data Structures, Web Development",Chatbot Development,Entry,B.Tech in Computer Science,Software,"Docker, NodeJS, C++","Azure, AWS, Docker"
